time_published,title,summary,overall_sentiment_score,relevance_score
20240927T100148,eBay Open 2024 Day 2: Keynote & A Big Announcement For 30th Anniversary Event In 2025,"eBay Open 2024 Day 2 included updates on marketing efforts, an expanded partnership with Liberis for Flexible Cash Advance financing for sellers, and advertising product discussions. A significant announcement revealed plans for a large, in-person eBay Open event in 2025 to celebrate the company's 30th anniversary, alongside a virtual option. The keynote also touched on improvements to the VeRO program and a critique of eBay's evasive responses regarding seller feedback issues.",0.046031,1.0
20240930T204900,EBay wins dismissal of US lawsuit over sale of harmful products,"A federal judge has dismissed a U.S. Department of Justice lawsuit against eBay, ruling that Section 230 of the Communications Decency Act shields the online platform from liability for harmful products sold by users. The lawsuit had accused eBay of allowing the sale of hundreds of thousands of illegal items, including pesticides and devices that evade vehicle emissions controls. The judge determined that eBay's administrative support did not make it a ""publisher or speaker"" for sellers, nor a ""seller"" of the products itself.",0.323161,0.959711
20241001T032300,eBay removes fees for private sellers in the UK as competition hots up,"eBay Inc. has eliminated selling fees for private sellers in the UK across most categories to better compete with rivals like Depop and Vinted. This strategic move, following a successful fee removal for pre-owned clothing, aims to increase listings, promote sustainability, and capitalize on the significant potential for resale income from unused household items in the UK. The decision is effective immediately and removes final value and regulatory fees.",0.41671,1.0
20241001T090103,Meet Three Women Who Are Redefining Sports Card Collecting,"This article introduces three women—Anna Kim, La Tonya Hampton, and Alex McFarlane—who are challenging the traditional male-dominated landscape of sports card collecting. They share their unique journeys into the hobby, emphasizing their passion for sports, their strategic use of platforms like eBay for buying and selling, and their experiences as women in a growing community. Their stories highlight the increasing diversity and evolving nature of sports card collecting.",0.548423,1.0
20241002T090103,Poolside raises $500M to take on GitHub and others with its AI coding assistants,"Poolside Inc., an AI coding startup, has secured $500 million in a Series B funding round, bringing its total raised capital to $626 million and valuing the company at $3 billion. The company, co-founded by former GitHub CTO Jason Warner, is developing generative AI coding assistants that utilize reinforcement learning to continuously improve, aiming to compete with existing solutions like GitHub Copilot. Poolside plans to use the new funds for R&D, go-to-market initiatives, and purchasing 10,000 Nvidia GPUs to train future models, emphasizing its ambition to achieve artificial general intelligence in software development.",0.200526,0.744356
20241002T091230,"Google, Intuit executives switch industries to join real estate platform Opendoor","Opendoor Technologies, a residential real estate e-commerce company, has appointed Selim Freiha, formerly of Google, as its new Chief Financial Officer and Shrisha Radhakrishna, previously from Intuit and LegalZoom, as Chief Technology and Product Officer. Both executives are set to join in November, bringing their tech industry experience to help Opendoor drive growth, enhance financial performance, and improve customer-centric digital solutions for real estate transactions.",0.133463,0.606223
20241004T092421,CFOs On the Move: Week ending Oct. 4,"This article details significant CFO appointments and departures across various companies for the week ending October 4. Key moves include Michelle Chang becoming Zoom's CFO, Selim Freiha joining Opendoor, and Sheamus Toal stepping down from The Children's Place. Other appointments include Marcus Sanford at PrizePicks, Sandra Harris at Genesco, Tim Bosslet at Chomps, John Townsend at Ribbon Communications, and Siddharth Hariharan at Vast.",0.070685,0.567623
20241010T092521,Pitney Bowes launches e-commerce shipping platform,"Pitney Bowes has introduced ShipAccel, a new e-commerce shipping platform designed to enhance shipping operations for businesses. The platform offers discounted rates from major carriers, integrates with popular e-commerce marketplaces, and allows for carrier performance evaluation, rate comparison, and branded tracking. Pitney Bowes aims to differentiate ShipAccel through its scalability, catering to businesses from small shippers to large-volume operations, and plans to introduce new features like cartonization.",0.182149,0.639549
20241016T030000,"eBay expands Circular Fashion Fund to start-ups, delivering $1.2 million investment by the end of 2025","eBay announced the global expansion of its Circular Fashion Fund (CFF), committing $1.2 million in investment by the end of 2025 to support fashion start-ups focused on circular solutions. The CFF will also provide over 200 hours of mentoring and networking support, with one global winner receiving a $300,000 investment as ""Circular Fashion Innovator of the Year."" The fund aims to scale circular solutions from production to end-of-life, including rental and repair services, and has partnered with fashion councils in the UK, US, Germany, and Australia.",0.440892,1.0
20241017T000000,Expedia Group fills vacant CTO role with former Fanatics exec,"Expedia Group has appointed Ramana Thumu as its new chief technology officer, filling a role that had been vacant for five months since the dismissal of the previous CTO due to a policy violation. Thumu joins Expedia after a decade at Fanatics Commerce and ten years at eBay, bringing extensive experience in building and managing multi-tenant tech platforms. His appointment comes as Expedia is heavily investing in technology, including generative AI, loyalty programs, and expanded B2B offerings.",0.260649,0.635309
20241031T000000,eBay (EBAY) Earnings: 3Q24 Key Numbers,"eBay Inc. reported its third-quarter 2024 earnings, with revenue up 3% to $2.6 billion and net income at $634 million. Gross Merchandise Volume (GMV) increased by 2% to $18.3 billion. The company provided full-year 2024 guidance, expecting revenue between $10.23-10.29 billion and adjusted EPS of $4.80-4.85.",0.124146,1.0
20241031T114700,EBay Stock Sinks on Concerns About Holiday Shopping Season,"EBay's stock tumbled after the company provided weaker-than-expected guidance for the crucial holiday shopping season, despite beating profit, sales, and gross merchandise volume estimates in the third quarter. Analysts from Jefferies and Deutsche Bank expressed concerns about the durability of eBay's growth, particularly regarding its gross merchandise volume outlook for the fourth quarter. The company's shares dropped 8% in late-morning trading, though they have still gained about a third of their value this year.",-0.413522,1.0
20241101T212200,"Victims of eBay harassment campaign can seek punitive damages, US judge rules","A federal judge ruled that a Massachusetts couple, David and Ina Steiner, can seek punitive damages against eBay for a harassment campaign perpetrated by eBay employees. While some claims related to physical actions in Massachusetts won't allow punitive damages under state law, other claims concerning online conduct from eBay's California headquarters will permit punitive damages under California law. This decision clarifies a legal question that was a sticking point in settlement talks, with the Steiners already seeking over $12 million in economic damages.",-0.267954,1.0
20241104T000000,"eBay Taps Nordstrom, Mattel Alum Alexis Hoopes To Lead Global Fashion Initiatives","eBay has appointed Alexis Hoopes, formerly of Nordstrom and Mattel, as its new VP Global Head of Fashion, signaling a strategic shift towards consumer-to-consumer (C2C) selling and pre-loved fashion. This comes as eBay navigates significant changes, including the departure of previous fashion leadership, a shift in business development strategy, and increasing competition from other marketplaces and fee structure challenges in its UK market. Hoopes is expected to leverage her experience to expand eBay's global fashion initiatives, focusing on AI authentication tools and circular fashion, while addressing competitive pressures and investor concerns about revenue guidance.",-0.044075,1.0
20241104T090000,eBay Is Overvalued Amid Guidance Overshadowing Its Q3 Positives (EBAY),"A 10-year EV-to-FCF-multiple-adjusted DCF model suggests eBay stock is nearly 2% overvalued. While Q3 results were strong, Q4 and full-year 2024 guidance fell short of consensus estimates, leading to a Hold rating. The author believes EBAY is unlikely to deliver significant alpha unless management prioritizes dividend yield.",-0.26439,1.0
20241106T000000,eBay for Charity Co-hosts 8th Celebrity Auction to Build Adapted Homes for Injured Veterans,"eBay for Charity and Homes For Our Troops (HFOT) are collaborating for their eighth annual celebrity auction to raise funds for custom adapted homes for severely injured veterans. The auction, running from November 11-21, 2024, features VIP experiences and memorabilia from celebrities like Jason Bateman, Jerry Seinfeld, and Will Ferrell. All proceeds directly support HFOT's mission of providing independence and stability for post-9/11 veterans.",0.339998,0.988596
20241111T081901,Exploring high growth characteristics of META PLATFORMS INC-CLASS A (NASDAQ:META).,"This article identifies META Platforms Inc-Class A (NASDAQ:META) as a potential breakout candidate due to its high technical and setup ratings from ChartMill. It highlights META's strong performance, positive financial metrics like increased quarterly earnings, revenue growth, and robust operating margins, alongside a conservative debt-to-equity ratio and consistent EPS beats. The analysis suggests strong prospects for further price appreciation based on both technical and fundamental indicators.",0.315624,0.624773
20241118T080040,"eBay Evo: Does New Modern, Simple Design Still Deliver Experience Users Need?","eBay is launching ""Evo,"" a new brand design system aimed at modernization and simplification to attract younger shoppers. While eBay touts Evo as enhancing the customer experience and humanizing interactions, the article questions if it truly delivers the essential functionality required by long-time buyers and sellers. It highlights concerns about irrelevant AI results, ""off-brand"" graphics, technical glitches in supposedly simplified seller tools, and continued ad-clutter on item pages, contradicting promises of improved user experience.",-0.221986,1.0
20241119T000000,One of the World’s Fastest Race Car Drivers is a Top eBay Motors Seller,"Mark Rau, a world record-holding race car driver, has successfully transformed his passion for racing into a multimillion-dollar high-performance auto salvage business on eBay Motors. Starting from a two-car garage, AZ Cycle Parts now operates a 40,000-square-foot facility, specializing in hard-to-find luxury and enthusiast car parts. Rau credits eBay and its tools, like myFitment and International Shipping, for enabling his business growth and global reach, emphasizing the importance of hard work and reputation for aspiring sellers.",0.453827,1.0
20241121T080040,"Tesla robot toy sells out, prompting eBay frenzy","The $40 Tesla Bot Action Figure, standing 7 inches tall with 20 points of articulation, quickly sold out upon release. This rapid sellout has led to a frenzy on eBay, where the robot toys are now being resold for hundreds of dollars. The high demand for this collectible item highlights the strong market for Tesla-branded merchandise.",0.105491,0.832415
20241122T111500,Can Xockets Enjoin NVIDIA and Microsoft Post eBay?,"Xockets, Inc. has filed a complaint against NVIDIA, Microsoft, and RPX Corporation for alleged patent infringement and antitrust violations, seeking an injunction in addition to monetary damages. The case explores the challenges of obtaining injunctive relief in patent cases post-eBay, where courts apply a stricter four-factor test and consider additional criteria. The article also discusses potential legislative changes, such as the RESTORE Patent Rights Act, aimed at strengthening patent owners' ability to secure injunctions.",0.024512,0.332693
20241125T000000,Living Our Values Assessment Update,"eBay has completed an independent third-party assessment of its values and Human Rights Policy Statement, prompted by investor feedback. The assessment affirmed eBay's commitment to employee expression, non-interference with union choices, and good-faith bargaining. eBay is now implementing recommendations to enhance the implementation and awareness of its Human Rights Policy Statement, including establishing a cross-functional review team.",0.453845,1.0
20241203T000000,"This eBay for Charity Seller Transforms Lives, One Meal at a Time","Laurie Wong uses her eBay for Charity store, Reflections of Trinity, to fund a significant food pantry and resource center in Powder Springs, Georgia. Her efforts, stemming from a childhood spent in a convent soup kitchen, now feed thousands each month and provide support for seniors, students, and struggling families. The article highlights how eBay has enabled her small nonprofit to grow into a global business, expanding its reach and impact.",0.532521,1.0
20241205T000000,#NotAloneChallenge Auction Launches to Support Youth Mental Health,"eBay for Charity has partnered with the Inspiring Children Foundation (ICF) to launch the #NotAloneChallenge Auction. This 10-day online auction features exclusive experiences with figures like Steve Wozniak and David Solomon, with all proceeds benefiting ICF's programs that address youth mental health challenges. The initiative aims to democratize mental health support and tools, building on ICF's successful 25-year track record of empowering at-risk youth.",0.404083,1.0
20241206T093400,eBay recognises top sellers for global exporting excellence at Exporter of the Year event,"eBay hosted its annual Exporter of the Year 2024 event in Bangkok, Thailand, recognizing 24 top sellers from Global Emerging Market regions for their outstanding growth and buyer experience. The event highlighted the entrepreneurial spirit and global exporting excellence of these sellers, particularly those from Southeast Asia excelling in categories like Parts & Accessories and Watches. eBay affirmed its commitment to supporting sellers in cross-border trade, enabling them to expand their operations internationally and foster a vibrant global community.",0.504749,1.0
20241209T000000,Rent the Runway slips after another unfashionable quarter,"Rent the Runway's stock dropped over 20% after reporting earnings that, while in line with estimates, highlighted its flat revenue since 2022 and continued unprofitability since its 2009 founding. The company's struggles are contrasted with Urban Outfitters' profitable competitor, Nuuly, though Rent the Runway is losing less money than it did in previous years.",-0.237684,0.648721
20241210T072405,Unpacked: How brands are complying with California’s new baby food transparency law,"A new California law (AB 899) going into effect in January 2025 will require baby food companies to test for and disclose heavy metal levels in their products. This regulation aims to increase transparency for consumers, building on previous concerns about heavy metal contamination. Brands are carefully developing strategies, such as using QR codes linking to detailed testing results, to comply with the law and educate consumers without causing undue alarm.",-0.091895,0.560613
20241211T074015,"Tony Coccerino, Nuuly | Modern Retail Vanguard 2024","Tony Coccerino, Nuuly's director of fulfillment, is highlighted in Modern Retail's Vanguard series for his crucial role in the fashion rental service's success. Since joining in 2020, he has overseen Nuuly's two facilities, managing the complex process of returns, laundering, and inspections for 300,000 subscribers. Nuuly, owned by Urban Outfitters, Inc., recently achieved its most profitable quarter, with revenue growing to $97 million, a 48% year-over-year increase, underscoring the effectiveness of Coccerino's operational strategies and the company's commitment to efficiency and quality control.",0.234392,0.646865
20241212T000000,"eBay and Klarna Expand Partnership, Bringing Buy Now Pay Later (BNPL) to New Markets","eBay and Klarna have expanded their strategic partnership to offer Buy Now Pay Later (BNPL) options to shoppers in key European markets, including the U.K., Austria, France, Italy, the Netherlands, and Spain. This expansion provides greater payment flexibility for eBay buyers and introduces a new feature allowing Klarna users to easily resell items bought through the app on eBay. The initiative aims to enhance affordability, support the growing resale market, and attract a younger demographic to eBay.",0.444975,1.0
20241217T050000,3 Reasons Why Tractor Supply Is The Next Decade’s Retailer To Watch,"Tractor Supply Company plans significant expansion, aiming for 3,200 stores and growing its Petsense by Tractor Supply banner. This growth is anticipated to make it a major national retailer, leveraging its scale for increased retail media revenue and positioning it as a key player in the pet care market. The company projects substantial increases in total addressable market, net sales, comparable store sales, and EPS, potentially moving it into the top 25 U.S. retailers by 2030.",0.280732,0.575257
20241219T000000,The RESTORE Patent Rights Act: One Little Sentence that Could Change Everything,"The RESTORE Patent Rights Act, a one-sentence bill, proposes to create a rebuttable presumption for permanent injunctions in patent infringement cases, partially reversing the 2006 eBay Inc. v. MercExchange ruling. A Senate Judiciary Committee hearing revealed deep divisions, with supporters arguing it prevents ""efficient infringement"" and critics warning it could benefit ""patent trolls"" and stifle innovation. The debate centers on balancing patent holders' exclusive rights with broader economic and social impacts, questioning whether the U.S. patent system should return to pre-eBay practices or adopt more flexible international models.",-0.051428,1.0
20241219T142500,Tech Moves: Expedia names CFO; former Microsoft AI VP leads new startup; Avante gets sales VP,"Expedia Group appoints Scott Schenkel as its new CFO, while former Microsoft AI VP Luis Vargas leaves to launch an unnamed AI startup. Seattle healthcare startup Avante hires Jonathan Smith as EVP of commercial growth and sales. The article also covers other significant personnel changes across various tech companies and organizations in the Pacific Northwest.",0.13815,0.635346
20241220T000000,Recognizing our Top Sellers of 2024,"eBay celebrated its top sellers of 2024 through various events globally, recognizing their outstanding achievements and contributions to the marketplace. The article highlights winners from Dubai, Lithuania, Singapore, Germany, Japan, UK, and China, showcasing their entrepreneurial spirit and business success on eBay. These sellers represent diverse categories, from luxury resale and electronics refurbishment to sports trading cards and auto parts.",0.887709,1.0
20241220T000000,Expedia names former eBay exec Scott Schenkel as CFO,"Expedia has appointed Scott Schenkel, formerly of eBay and GE, as its new Chief Financial Officer. He will be replacing Julie Whalen, who is scheduled to remain with the company through the end of February.",0.171865,0.71544
20250104T054752,"eBay Loses Motors Events Manager, NASCAR Driver Sarah Burgess To Walmart In Race For Enthusiast Buyers","Walmart continues its strategy of challenging eBay in key focus categories by attracting talent, with Sarah Burgess, eBay's Sr Partnership US Motors Events Manager and NASCAR driver, moving to Walmart Marketplace. Burgess will take on a Senior Management Business Development role in Parts and Accessories, a critical category for eBay. This move highlights Walmart's aggressive push into enthusiast buyer verticals, including collectibles and pre-owned goods, often by hiring former eBay executives.",0.017217,1.0
20250113T054752,eBay Acquires Car Auction Site Caramel To Streamline & Simplify The Vehicle Buying Experience,"eBay has acquired Caramel, an online automotive transaction platform, to enhance its eBay Motors division. This acquisition aims to streamline and simplify the vehicle buying experience by handling complexities like paperwork, financing, and transportation. The move signifies eBay's strategy to build trust for vehicle buyers and integrates Caramel's end-to-end service, which currently involves Caramel acting as a middleman to protect both buyers and sellers.",0.271682,1.0
20250113T054752,"eBay Sellers Say Sales At A Standstill With Traffic Reports Lagging, Sign Out Errors & Other Technical Issues 1-13-25","eBay sellers are reporting widespread technical issues, including zero organic views in their traffic reports and repeated sign-out errors when trying to list items. While an eBay community representative confirmed the traffic report issue as sitewide, sellers are frustrated by the lack of transparency and suspect that these delays might be intentional load-balancing prioritizing buyer experience over seller functionality. This comes after previous issues with eBay's new Traffic Report experience.",-0.401855,1.0
20250206T051419,Got a side hustle? Watch out for this tax change,"A significant tax change affecting side hustlers and those earning income through third-party payment apps like Venmo, Etsy, and eBay is now in effect. If you earned over $5,000 through these apps in 2024 (dropping to $2,500 next year), you'll receive a 1099-K form. The article advises keeping detailed records and distinguishing between personal reimbursements and business income to ensure correct tax reporting.",-0.118293,0.7104
20250210T042436,eBay expands online car sales business by buying app,"eBay has acquired the automotive mobile app Caramel, expanding its online car sales business. This acquisition comes shortly after the e-commerce giant was fined $3 million by the Justice Department. The move is seen as positive news for the company following recent legal troubles.",0.265543,1.0
20250212T044600,"NASDAQ:META, a strong growth stock, setting up for a breakout.","META PLATFORMS INC-CLASS A (NASDAQ:META) has been identified as a strong growth stock with positive indicators across growth, health, and profitability metrics. ChartMill's analysis highlights impressive historical and projected EPS and revenue growth, robust financial health with low debt, and excellent profitability ratios compared to industry peers. The stock also shows a favorable setup pattern with consolidation and reduced volatility, suggesting potential for a breakout.",0.276395,0.648894
20250217T042436,eBay & Ex-Execs Make Last-Ditch Effort To Escape Liability For 2019 Cyberstalking Scandal,"eBay and its former executives, Devin Wenig, Steve Wymer, and Wendy Jones, are attempting to avoid liability in the 2019 cyberstalking scandal by filing motions for summary judgment to dismiss claims against them. The civil lawsuit, filed by victims Ina and David Steiner, seeks $500 million in damages after the company paid a $3 million fine to the US Treasury, not the victims, as part of a deferred prosecution agreement. The defense argues that statements linking executives to the criminal activity are inadmissible hearsay and that their communications were taken out of context or referred to legal strategies, not criminal encouragement.",-0.314832,1.0
20250220T051938,Top 10 Tech Companies to Work for in San Jose in 2025,"San Jose is identified as a leading tech hub in 2025, boasting over 6,600 tech companies and an annual tech GDP of $275 billion, with competitive salaries ranging from $140,000 to $200,000. The article highlights top employers like Adobe, Cisco, and Zoom, emphasizing their innovation in AI, green technology, and cybersecurity, alongside strong company cultures. It details how these companies foster career growth, employee satisfaction, and significant industry impact, making San Jose an attractive destination for tech professionals.",0.42935,0.897656
20250224T042436,eBay Buys Valley-based Auto Firm,"eBay Inc. has acquired Encino-based Caramel, an auto transaction solution provider, to enhance its U.S. vehicles category with ""innovative technology and seamless transaction tools."" Caramel, founded in 2021, specializes in streamlining online car transactions, including identity verification, financing, and insurance. The acquisition aims to offer eBay users a safe and streamlined way to purchase vehicles while expanding access to hassle-free vehicle transactions.",0.432605,1.0
20250225T131100,Expedia confirms layoffs at Seattle travel giant,"Expedia Group has confirmed further layoffs as part of its ongoing efforts to cut costs and improve efficiencies. While the company did not disclose specific numbers or roles, reports suggest marketing and creative teams were impacted. These layoffs follow a reduction of 1,500 roles in the previous year and occur as Expedia focuses on expanding profit margins and reinvesting in strategic areas after reporting strong fourth-quarter revenue growth.",-0.065166,0.603141
20250226T130500,eBay Inc. Reports Fourth Quarter and Full Year 2024 Results,"eBay Inc. reported its fourth quarter and full year 2024 results, highlighting that revenue reached $2.6 billion for Q4 and $10.3 billion for the full year, both up 1% and 2% respectively on an as-reported and FX-Neutral basis. The company also announced Gross Merchandise Volume (GMV) of $19.3 billion for Q4 and $74.7 billion for the full year, showing growth of 4% and 2% on an as-reported basis. eBay returned $1.0 billion to stockholders in Q4, including share repurchases and cash dividends, and provided first quarter 2025 financial guidance.",0.419304,1.0
20250226T160500,eBay Inc. Reports Fourth Quarter and Full Year 2024 Results,"eBay Inc. announced its fourth quarter and full year 2024 financial results, reporting a 1% revenue increase to $2.6 billion and a 4% rise in Gross Merchandise Volume (GMV) to $19.3 billion for Q4. For the full year, revenue reached $10.3 billion with GMV at $74.7 billion, both up 2% on an as-reported basis. The company returned $1.0 billion to stockholders in Q4, including $900 million in share repurchases and $128 million in cash dividends, and provided first-quarter 2025 guidance.",0.509484,1.0
20250227T042436,EBAY INC SEC 10-K Report,"eBay Inc. has released its 2024 Form 10-K report, highlighting significant financial growth with net revenues of $10,283 million and an operating income of $2,318 million. The report details strategic initiatives such as expanding advertising solutions, implementing AI-driven features, and emphasizing sustainability through recommerce. eBay also addressed challenges including intense competition, foreign currency fluctuations, and cybersecurity risks, outlining plans to leverage technology and manage capital effectively for future growth.",0.46597,1.0
20250228T042436,DHL Express Japan Helps eBay Cut Scope 3 GHG Emissions Using Sustainable Aviation Fuel,"DHL Express Japan and eBay Inc. have signed a GoGreen Plus agreement, effective January 2025, to reduce eBay's Scope 3 greenhouse gas emissions from international express shipments through the use of sustainable aviation fuel (SAF). Orange Connex, an official eBay logistics partner, purchased nearly 500 metric tons of SAF credits to support this initiative, particularly for the ""eBay SpeedPAK – Ship via DHL"" service in Japan. This partnership underscores eBay's commitment to decarbonization, aiming for a 27.5% reduction in transportation-related emissions by 2030, and aligns with DHL Express's goal of achieving net-zero logistics-related GHG emissions by 2050.",0.457284,1.0
20250302T025322,eBay (NASDAQ:EBAY) Is Increasing Its Dividend To $0.29,"eBay Inc. (NASDAQ:EBAY) has announced an increase in its dividend to $0.29, payable on March 28th. This raises the annual payment to 1.8% of the current stock price, which is consistent with the industry average. The dividend is projected to be well-covered by earnings and cash flow, with a forecast payout ratio of 26% after an expected 18.2% rise in earnings per share over the next year.",0.502761,1.0
20250306T025321,eBay for Charity Raised Over $192 Million in 2024,"eBay for Charity raised over $192.5 million for non-profits globally in 2024, marking an 18% year-over-year increase and representing a record-shattering year. Key initiatives included a ""Forces For Change"" auction with British Vogue, the historic ""Power of One Charity Auction Lunch"" with Salesforce CEO Marc Benioff, and Elton John's ""Rocket Man Resale."" The platform also highlighted seller Laurie Wong, whose nonprofit thrift store on eBay fuels a food pantry and community programs.",0.4118,1.0
20250307T031215,JD Earnings: JD.Com reports higher Q4 2024 revenue and adj. profit,"JD.com Inc. reported strong financial results for the fourth quarter of 2024, with a double-digit increase in both revenue and adjusted net income. Adjusted earnings per ADS rose by 40% year-over-year to $1.02, while unadjusted net profit more than doubled to $1.4 billion. The company's revenues grew by 13% annually to $47.5 billion, driven by increases in both net product and net service revenue.",0.410951,0.631437
20250313T024957,Costco Wholesale Becomes Oversold (COST),"Costco Wholesale Corp (COST) shares have entered oversold territory with an RSI reading of 28.4. This technical indicator suggests that the stock has experienced heavy selling, potentially signaling an upcoming buying opportunity for bullish investors. The article highlights Costco's current stock price relative to its 52-week range and advises considering the RSI as a measure of market sentiment.",0.166788,0.583918
20250313T034027,"E-Commerce Automotive Aftermarket Size, Share | CAGR of 22.4%","The global E-Commerce Automotive Aftermarket is projected to grow from USD 67.4 Billion in 2024 to USD 508.7 Billion by 2034, exhibiting a CAGR of 22.4%. This growth is driven by digitalization, increasing vehicle ownership, and consumer preference for online shopping, with North America currently dominating the market. Key trends include AI-powered recommendations, mobile-friendly platforms, omnichannel strategies, and the emergence of eco-friendly auto parts.",0.254662,0.623576
20250318T025322,eBay Privacy Policy April 2025: Blockchain & AI Tech Enable Digital Authentication & More,"eBay's updated privacy policy, effective April 21, 2025, foreshadows significant integrations of blockchain and AI technologies. The changes hint at new digital authentication certificates leveraging blockchain for luxury items and outline eBay's commitment to responsible AI, including its use in listing generation, fraud detection, and customer service. The policy also details how user data may be used for AI training, with an opt-out option available, though it's unclear if this applies to US users.",0.193321,1.0
20250319T025322,eBay Foundation Board Taps Three New Leaders to Drive Impact,"The eBay Foundation has appointed Alex Kazim, Julie Cheng, and John Feldmeier to its Board of Directors, bringing diverse strategic expertise to further its mission of fostering inclusive economic growth. These new members, starting their terms on February 27, will help the Foundation continue its work in empowering communities and removing barriers to entrepreneurship for historically excluded groups. The Foundation has granted nearly $18 million in 2024 and over $139 million since 1998, supporting more than 1,800 nonprofits.",0.417626,1.0
20250320T025321,Palmetto Grain Brokerage -,"eBay Inc. (EBAY) is outperforming the Nasdaq, with its shares up 5.1% over the past three months compared to the Nasdaq Composite's 8.4% decline, and 29.7% over the past year. Despite beating Q4 earnings estimates, the stock dropped due to underwhelming Q1 revenue guidance. Analysts maintain a ""Moderate Buy"" rating, with a modest upside potential from current levels.",-0.167111,1.0
20250320T050000,Could Recession Pull EBAY Stock Down To $20?,"The article discusses the potential vulnerability of eBay (EBAY) stock to a recession, suggesting it could fall to $20 based on historical performance during economic downturns. Despite eBay's recent outperformance against the S&P 500, broader market concerns, including tariffs and declining consumer confidence, raise risks. The piece advises investors to consider macroeconomic indicators and eBay's past volatility when assessing its future prospects.",-0.426827,1.0
20250325T035248,Brands Briefing: FP Movement’s growth playbook for 2025,"This Brands Briefing focuses on FP Movement's 2025 growth strategy, which includes expanding its physical store presence and community-building events to differentiate itself in the competitive activewear market. The article also covers 1-800 Contacts' new glasses brand, The Framery, and Faherty's launch of a print catalog called ""The Faherty Chronicles"" to build its brand lifestyle.",0.167351,0.615549
20250327T025322,Spring clean your way to £1K: eBay and Oti Mabuse launch clearout challenge,"eBay and Oti Mabuse have launched the 'List to £1K' challenge to encourage people to sell unwanted items and earn money, with a focus on spring cleaning. New research reveals that while 75% of Brits plan to spring clean, many are hesitant, leading to unused items accumulating in homes. The challenge aims to simplify the process through weekly steps and leveraging eBay's features, with participants potentially earning up to £1,000.",0.497559,1.0
20250327T025322,eBay backs WunderGraph to build an open source GraphQL federation,"WunderGraph, a fledgling open-source startup focused on GraphQL federation, has secured $7.5 million in Series A funding from investors including eBay Ventures, Karma Ventures, and Aspenwood Ventures. eBay is also partnering with WunderGraph as a core design partner to build an open-source alternative to proprietary GraphQL federation products like Apollo. This collaboration aims to enhance eBay's API ecosystem and enable larger enterprises to adopt open-source solutions for API management at scale.",0.415849,1.0
20250331T025321,eBay: Poised To Dominate Its e-Commerce Niche,"eBay is strategically focusing on the non-new, pre-owned item market, which differentiates it from large e-commerce competitors like Amazon and Alibaba. This niche focus allows eBay to leverage its profitability and scale against smaller, specialized competitors. The article suggests that eBay's lower valuation compared to e-commerce and retail leaders makes it an attractive investment opportunity.",0.502202,1.0
20250331T025322,"eBay Finally Rolls Out Magical AI Listing Starting In Germany, Plus Updates On Facebook Marketplace Cross Posting","eBay is beginning the rollout of its ""Magical Listing"" AI tool in Germany, allowing sellers to create listings simply by taking a picture, despite being delayed by over a year and a half. The company is also providing updates on its integration with Facebook Marketplace, which has faced challenges with listing visibility. This delayed AI tool places eBay behind competitors like Mercari, Depop, and Poshmark, all of whom have already launched similar features.",0.100528,1.0
20250404T012334,Salesforce Downsizes Bellevue Office Footprint,"Salesforce Inc. has reduced its office space in Bellevue, Washington, by renewing a lease for 98,000 square feet in the 929 Office Tower while simultaneously terminating an existing 78,000 square feet across three floors. The software giant has been an anchor tenant in the building since 2015. This move reflects a broader trend of companies, including Warner Bros. Discovery, downsizing their office footprints in the region.",0.046786,0.612513
20250404T012650,"Ecom Accelerator Expands Services to Include eBay Stores, Strengthening Long-Term Growth for Clients","Ecom Accelerator has expanded its services to include eBay store management, in addition to its existing TikTok Shop offerings, to provide clients with a diversified and scalable approach to online selling. This strategy aims to combine TikTok Shop's early revenue potential with eBay's long-term growth opportunities. The company emphasizes a hands-off management model, providing comprehensive support from product selection to customer service for a resilient e-commerce business.",0.344067,0.943327
20250409T012650,eBay invests $300k in Refiberd to drive circular fashion solutions,"eBay Ventures has invested $300,000 in Refiberd, naming it eBay's Circular Fashion Innovator of the Year, as part of its global Circular Fashion Fund. The fund aims to support startups that scale circular solutions in fashion, with a total investment of $1.2 million by the end of 2025. Refiberd's AI technology helps sort and recycle textile waste, promoting true circularity in the fashion industry.",0.425171,1.0
20250409T012650,eBay Cyberstalking Showdown: Suit Hangs On Ex-Security Director's Testimony & CIA Background,"The civil lawsuit stemming from the eBay cyberstalking scandal is at a critical juncture, with the testimony of former Senior Security Director Jim Baugh being central to the case. The defense team for eBay executives is attempting to lift a protective order to explore Baugh's alleged CIA background, arguing it's crucial for impeaching his credibility and for their defense. The judge has denied requests to lift the protective order, calling the information ""marginally relevant"" and untimely, while eBay itself has accused Baugh of attempting to ""auction off"" his testimony.",-0.331895,1.0
20250411T070000,Criteo Announces Changes to its Board of Directors,"Criteo S.A. announced changes to its Board of Directors, naming Frederik van der Kooi as the new Chairperson, succeeding Rachel Picard who will remain a director. The company also nominated Stefanie Jay for election as a new independent director at its 2025 Annual General Meeting. Additionally, Hubert de Pesquidoux will not stand for re-election, which, with Jay’s election, will result in an eight-director board with seven independent members.",0.268913,0.612348
